会社名,代表者,HP,電話番号,住所,会社メール,その他連絡方法,営業担当名,初回コンタクト日,属性,確度,状況,備考,掲載サイト,2回目以降最新コンタクト日
株式会社CRAS,西宮 恵,https://we-cras.com/,,日本、〒151-0051 東京都渋谷区千駄ケ谷３丁目１５−３,info@we-cras.com,,経岩宗高,2024/03/25,開発（エージェント）,D：対応しない,未契約,サイト内から連絡済み,テックダイレクト,
株式会社SHIFT,丹下 大,https://www.shiftinc.jp/,,日本、〒106-0041 東京都港区麻布台１丁目３−１,,https://www.shiftinc.jp/contact/,経岩宗高,2024/03/25,Sier・コンサル,E：未接触,未契約,サイト内から応募済み,テックダイレクト,
AVITA株式会社,石黒 浩,https://avita.co.jp/,,日本、〒141-0031 東京都品川区西五反田１丁目２５−１ ＫＡＮＯビル,,https://avita.co.jp/contact,経岩宗高,2024/03/25,プロダクト,E：未接触,未契約,,クラウドテック,
株式会社グルーヴ・システム,大倉 剛,https://groove-system.jp/,03-6912-9962,東京都豊島区西池袋3-23-3 RMビル7F,info@groove-system.jp,https://groove-system.jp/contact/,経岩宗高,2024/03/26,開発（エージェント）,E：未接触,未契約,,テックダイレクト,
READYFOR株式会社,米良はるか,https://corp.readyfor.jp/,,日本、〒102-0082 東京都千代田区一番町８−５ 住友不動産一番町ビル 7階,,https://readyfor.zendesk.com/hc/ja/requests/new?ticket_form_id=360000544472,経岩宗高,2024/03/26,プロダクト,E：未接触,未契約,,クラウドテック,
株式会社good umbrella,須山 真怜,https://good-umbrella.com/,,日本、〒152-0003 東京都目黒区碑文谷６丁目４−３ シルバーマンション 2f,hello@good-umbrella.com,,経岩宗高,2024/03/26,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
サービス&セキュリティ株式会社,姜 昇旭,https://www.ssk-kan.co.jp/,03‑3499‑2077,日本、〒150-0011 東京都渋谷区東３丁目１４−１５ Moビル 2階,info@ssk-kan.co.jp,,経岩宗高,2024/03/26,開発（エージェント）,E：未接触,未契約,,クラウドテック,
ミイダス株式会社,後藤 喜悦,https://miidas.co.jp/,,日本、〒107-0062 東京都港区南青山１丁目１５−５ パーソル南青山ビル 6f,,https://corp.miidas.jp/inquiry,経岩宗高,2024/03/26,プロダクト,E：未接触,未契約,,クラウドテック,
マルワソフト株式会社,若山 寛幸,https://www.maruwasoft.co.jp/,,東京都港区赤坂3-11-3 赤坂中川ビルディング6F,,https://www.maruwasoft.co.jp/#section-contact,経岩宗高,2024/03/27,開発（エージェント）,D：対応しない,未契約,サイトからの応募とフォームからの連絡,テックダイレクト,
株式会社ミツモア,石川 彩子,https://meetsmore.com/,,日本、〒104-0061 東京都中央区銀座７丁目１６−１２ G-7 ビルディング 8階,info@meetsmore.biz,,経岩宗高,2024/03/27,プロダクト,E：未接触,未契約,,クラウドテック,
株式会社MEBAIS,三野稜太,https://mebais.jp/,,日本、〒171-0022 東京都豊島区南池袋１丁目１６−１５,,https://mebais.jp/contact,経岩宗高,2024/03/27,プロダクト,E：未接触,未契約,,クラウドテック,
株式会社 Act-Self,加藤 竜彦,https://act-self.com/,,日本、〒184-0012 東京都小金井市中町４丁目１−８,,https://act-self.com/otoiawase,経岩宗高,2024/03/27,開発,E：未接触,未契約,,クラウドリンクス,
株式会社センターネット,伏見東隆,https://centernet.co.jp/index,,東京都港区西新橋2-33-4 プレイアデ虎ノ門3F,,https://www.secure-cloud.jp/sf/business/1593827613QCblrrWK,経岩宗高,2024/03/27,開発（エージェント）,D：対応しない,未契約,,AKKODIS,
株式会社イズム,落合 弘二,https://www.ism-jp.com/,,日本、〒105-0013 東京都港区浜松町２丁目１ Vort浜松町III 6f,,https://www.ism-jp.com/contact/,経岩宗高,2024/04/01,開発,D：対応しない,未契約,,クラウドテック,
アドレイズ株式会社,倉恒 海斗,https://adraise.jp/,,日本、〒150-0002 東京都渋谷区渋谷３丁目６−２,,https://adraise.jp/contact,経岩宗高,2024/04/01,開発（エージェント）,E：未接触,未契約,,クラウドテック,
株式会社Cuenext,伊山京助,https://www.cuenext.co.jp/,,日本、〒150-0001 東京都渋谷区神宮前６丁目２３−４ 桑野ビル ２階,,,経岩宗高,2024/04/02,開発（エージェント）,E：未接触,未契約,,クラウドテック,
株式会社ギフトモール,藤田 真裕,https://giftmallcorp.jp/,,日本、〒103-0028 東京都中央区八重洲１丁目４−１０ 12,,https://giftmallcorp.jp/contact/,経岩宗高,2024/04/02,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社Helpfeel,永田 周一,https://corp.helpfeel.com/ja/home,,〒602-0023 京都府京都市上京区御所八幡町110-16かわもとビル5階,,https://corp.helpfeel.com/ja/contact,経岩宗高,2024/04/04,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社テンダ 東北支店,,https://www.tenda.co.jp/,,"2F, １丁目-１-1 榴岡 宮城野区 仙台市 宮城県 983-0852 日本",,,経岩宗高,2024/04/04,開発（エージェント）,E：未接触,未契約,,クラウドテック,
Lazuli株式会社,萩原 静厳,https://lazuli.ninja/,,日本、〒100-0005 東京都千代田区丸の内２丁目５−１,,https://lazuli.ninja/contact/,経岩宗高,2024/04/04,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社SP,成田 孝,https://www.s-p-net.com/,,日本、〒107-0062 東京都港区南青山２丁目１１−１７ 第一法規本社ビル 3階,,https://www.s-p-net.com/contact/,経岩宗高,2024/04/04,開発,E：未接触,未契約,,クラウドテック,
MotherComputer株式会社,藤原 賢士,https://mothercomputer.co.jp/,,日本、〒105-0013 東京都港区浜松町２丁目２−１５ 浜松町ダイヤハイツ 2f,,https://mothercomputer.co.jp/contact/,経岩宗高,2024/04/04,開発（エージェント）,E：未接触,未契約,,クラウドテック,
マルスコア株式会社,田中 学,https://mars-c.co.jp/,,日本、〒110-0005 東京都台東区上野１丁目１８−９ 黒門平成ビル １０階,,,経岩宗高,2024/04/05,開発（エージェント）,E：未接触,未契約,,AKKODIS,
株式会社NKC ASIA　株式会社テックビズ,中島 一樹,https://www.nkc-asia.com/,,東京都渋谷区恵比寿1-19-19 恵比寿ビジネスタワー3F,,https://www.nkc-asia.com/contact/,経岩宗高,2024/04/05,開発（エージェント）,E：未接触,未契約,,AKKODIS,
株式会社Miraie,岡田 奈央,https://miraie-group.jp/,,日本、〒150-0002 東京都渋谷区渋谷１丁目１２−２,,https://miraie-group.jp/inquiry,経岩宗高,2024/04/05,開発（エージェント）,E：未接触,未契約,,クラウドテック,
フラッグシップ株式会社,神馬 光滋,https://flagship.cc/,,"1F, ５丁目-3-23 麹町 千代田区 東京都 102-0083 日本",,https://flagship.cc/pages/contact,経岩宗高,2024/04/08,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社Uniquery,萩原 幸志郎,https://uniquery.jp/,,東京都渋谷区渋谷1-24-4 渋谷こうゆうビル5階,,https://uniquery.jp/contact/,経岩宗高,2024/04/08,開発（エージェント）,E：未接触,未契約,,クラウドテック,
株式会社イズム　 ISM Incorporated.,安川 ひろし,https://ismweb.jp/,,日本、〒150-0002 東京都渋谷区渋谷２丁目５−３ 第二クレド渋谷ビル,info@ismweb.jp,,経岩宗高,2024/04/08,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社ネグジット総研,美和　啓樹,https://www.nextit.co.jp/,,日本、〒650-0033 兵庫県神戸市中央区江戸町８５−１ ベイウイング神戸ビル 5階,,https://www.nextit.co.jp/contact/,経岩宗高,2024/04/08,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社りんく,,https://linq.company,076-255-6869,日本、〒921-8012 石川県金沢市本江町１０−１ アキトビル 4f,,,経岩宗高,2024/01/01,,B：リード,,,紹介,2024/04/09
アイピース,田邊剛士,https://ipeace.com,,"809 San Antonio Rd, Palo Alto, CA 94303 アメリカ合衆国",,,経岩宗高,2024/03/08,,A：プロスペクト,NDA済,,直メール,
株式会社Finswer,小川晃平,https://www.finswer.jp/,,日本、〒150-0001 東京都渋谷区神宮前２丁目４−１８,,,経岩宗高,2024/04/09,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社オカキチ,岡田 茂,https://okakichi.co.jp/,,日本、〒150-0002 東京都渋谷区渋谷３丁目６−３ 渋谷363清水ビル 9階,,https://okakichi.co.jp/contact,経岩宗高,2024/04/09,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
PwCコンサルティング合同会社,大竹 伸明,https://www.pwc.com/jp/ja/about-us/member/consulting.html,,日本、〒100-0004 東京都千代田区大手町１丁目２−１ Otemachi One タワー,,https://forms.jp.pwc.com/public/application/add/4747?__CAMCID=cKPnibYQqo-450&__CAMI=3.2.1.1.dkglFEcJgh.hFQLFecJgh-17&__CAMSID=hFQLFecJgh-17&__CAMVID=dkglFEcJgh&_c_d=1&_ct=1712650699998&_fsi=6wVmfU86&_gl=1*1t8bum9*_gcl_au*MTk5NTgzNTc2MC4xNzEyNjUwMzA5*_ga*MjA4NjE4Mjk4Mi4xNzEyNjUwMzA5*_ga_KLYEJHHTC2*MTcxMjY1MDMwOS4xLjEuMTcxMjY1MDY5Ni4xNC4wLjA.*_ga_WWKK8CWRBY*MTcxMjY1MDMwOS4xLjEuMTcxMjY1MDY5Ni4xNC4wLjA.&_ga=2.114753607.1542319617.1712650310-2086182982.1712650309&_fsi=6wVmfU86,経岩宗高,2024/04/09,Sier・コンサル,E：未接触,未契約,,クラウドテック,
株式会社LittleSwitch,奈良 尚武,https://littleswitch.co.jp/,,日本、〒107-0061 東京都港区北青山２丁目７−２６ メゾン青山 601,,https://littleswitch.co.jp/company/#contacts,経岩宗高,2024/04/09,開発,E：未接触,未契約,,クラウドテック,
匠技研工業株式会社,前田 将太,https://takumi-giken.co.jp/,,"日本、〒113-0033 東京都文京区本郷３丁目４３−１６ コア本郷ビル 8,a",,https://docs.google.com/forms/d/e/1FAIpQLSeRS5XYoEsdIh3RtINkLVU-XkUDAk7I29RTCAIu0l-2BXJVxQ/viewform,経岩宗高,2024/04/09,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社LCL,松井竜哉,https://www.lclco.com/,,日本、〒150-0013 東京都渋谷区恵比寿１丁目１８−１４,,https://www.lclco.com/contact/,経岩宗高,2024/04/10,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社BTM,吉田 悟,https://www.b-tm.co.jp/,,日本、〒150-0002 東京都渋谷区渋谷２丁目１２−１９ 東建インターナショナルビル 5階,,https://www.b-tm.co.jp/contact/,経岩宗高,2024/04/10,開発（エージェント）,E：未接触,未契約,,クラウドテック,
株式会社ファイブニーズ,岡崎 雅弘,https://www.fiveneeds.co.jp/,,日本、〒130-0012 東京都墨田区太平４丁目１−３ オリナスタワー 16f,,https://www.fiveneeds.co.jp/contact,経岩宗高,2024/04/10,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
イッツ・コミュニケーションズ株式会社,市来 利之,https://www.itscom.co.jp/corporate/,,日本、〒158-0097 東京都世田谷区用賀４丁目１０−１,,https://business.form-mailer.jp/fms/e9c82a7d55364?_gl=1*ehtzhv*_ga*MTI4MTIyMzEuMTcxMjczMzU3NQ..*_ga_TFJMGXD6WE*MTcxMjczMzU3NC4xLjEuMTcxMjczMzY0MC41NS4wLjA.*_gcl_au*MjAzMzAyOTY1MS4xNzEyNzMzNTc1&_ga=2.259774799.411709015.1712733575-12812231.1712733575,経岩宗高,2024/04/10,プロダクト,E：未接触,未契約,,クラウドテック,
株式会社Speee,大塚 英樹,https://speee.jp/,,"日本、〒106-0032 東京都港区六本木３丁目２−２１ 六本木グランドタワーレジデンス 35,39",,https://speee.jp/contact/,経岩宗高,2024/04/10,Sier・コンサル,E：未接触,未契約,,クラウドテック,
営業製作所株式会社,西島本 周,https://eigyo-mfg.com/,,日本、〒550-0002 大阪府大阪市西区江戸堀１丁目２２−３８ 三洋ビル 501,,https://eigyo-mfg.com/contact/,経岩宗高,2024/04/12,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社DTSインサイト,浅見 伊佐夫,https://www.dts-insight.co.jp/,08049323677,日本、〒151-0053 東京都渋谷区代々木４丁目３０−３ 新宿ミッドウェストビル,,https://www.dts-insight.co.jp/contact/entry/index.php?m=Mail&conid=42,経岩宗高,2024/04/12,開発,E：未接触,未契約,,クラウドテック,
OrangeOne株式会社,春日原 森,https://orangeone.jp/,,東京都千代田区富士見1-2-27　秀和九段富士見町ビル4F,info@orangeone.jp,,経岩宗高,2024/04/12,Sier・コンサル,E：未接触,未契約,,クラウドテック,
AI inside株式会社,渡久地 択,https://inside.ai/,,日本、〒150-0002 東京都渋谷区渋谷３丁目８−１２ 渋谷第一生命ビルディング 4階,,https://inside.ai/contact/proposal/,経岩宗高,2024/04/12,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社ラナユナイテッド,木下謙一,https://www.ranaunited.com/,,日本、〒151-0051 東京都渋谷区千駄ケ谷４丁目１２−９ ブルースカイ千駄ヶ谷 1階,,https://www.ranaunited.com/contact.html,経岩宗高,2024/04/12,開発,E：未接触,未契約,,クラウドテック,
株式会社エナーバンク,村中 健一、佐藤 丞吾,https://www.enerbank.co.jp/,,日本、〒103-0027 東京都中央区日本橋２丁目１−１７ 2階,,https://form.run/@enerbank-hp,経岩宗高,2024/04/15,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
フルカイテン株式会社,瀬川 直寛,https://corp.full-kaiten.com/index.html,,日本、〒553-0003 大阪府大阪市福島区福島１丁目４−４ セントラル７０ 2f,,https://corp.full-kaiten.com/contact.html,経岩宗高,2024/04/15,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
リンク情報システム株式会社,加藤 隆,https://www.lis.co.jp/,,東京都千代田区一番町13番地１　新半蔵門ビル,,https://www.lis.co.jp/a4YrQwq6/,経岩宗高,2023/04/13,開発,E：未接触,未契約,,協業募集,2024/04/15
株式会社オノフ,安宅 正晴,https://www.onoff.ne.jp/,,日本、〒150-0001 東京都渋谷区神宮前３丁目３５−１９ バティマン・イケダ 4f,,https://www.onoff.ne.jp/forms/corporate/contact.html?Formname=corp_contact#form01,経岩宗高,2024/04/16,開発,E：未接触,未契約,,クラウドテック,
株式会社TERRA,石田　瑛一郎,https://terra-ltd.co.jp/,,東京都新宿区西新宿7丁目22番33号 Polar西新宿 5階,,https://terra-ltd.co.jp/contact,経岩宗高,2024/04/16,開発（エージェント）,E：未接触,未契約,,クラウドテック,
株式会社ソフトウェア・サービス,宮崎　勝,https://www.softs.co.jp/,,日本、〒532-0004 大阪府大阪市淀川区西宮原２丁目６−１ ソフトウェア・サービス,,https://asp.softs.co.jp/send/Contact/Input,経岩宗高,2024/04/17,開発（プロダクト）,E：未接触,未契約,,,
株式会社JX通信社,米重 克洋,https://jxpress.net/,,日本、〒101-0054 東京都千代田区神田錦町２丁目２−１ 11階,,https://jxpress.net/contact/,経岩宗高,2024/04/19,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社オルツ,米倉 千貴,https://alt.ai/,,日本、〒106-0032 東京都港区六本木７丁目１５−７ 新六本木ビル 5〜9F,,https://alt.ai/contact/,経岩宗高,2024/04/19,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
,,,,,,,,,,,,,,
ウィーメックス株式会社,高橋秀明,https://www.wemex.com/,,日本、〒150-0002 東京都渋谷区渋谷３丁目２５−１８,,,経岩宗高,2024/04/19,開発（プロダクト）,E：未接触,未契約,,クラウドテック,
株式会社ECN,天野　賢二,https://www.ecninc.co.jp/,,日本、〒231-0048 神奈川県横浜市中区蓬莱町１丁目１−３ Belle 関内,,https://www.ecninc.co.jp/contact,経岩宗高,2024/04/19,開発,E：未接触,未契約,,クラウドテック,
